title,field_address_address_line1,field_address_locality,field_address_administrative_area,field_address_postal_code,field_address_country_code,field_venue_type,field_short_description,field_phone,field_website_uri,field_website_title,field_cuisine,field_claimed_listing,field_image,image_search_hint,field_latitude,field_longitude,field_tags,field_address_line1,field_city,field_state,field_zip,field_country,field_description,field_website,field_source,field_menu_url,field_cta,field_cta_title
"The District Gastrobar - Orlando","534 W Church St",Orlando,FL,32805,US,"Restaurant / Bar","Downtown Orlando gastrobar near Kia Center with happy hour, cocktails, wine, appetizers, lunch, dinner, private events, and nightlife.",407-237-0366,https://www.thedistrictgastrobar.com/,"Official website","American / Gastrobar",0,,"The District Gastrobar Orlando Church Street happy hour cocktails",28.5401000,-81.3865000,"American, Gastrobar, Happy Hour, Cocktails, Wine, Appetizers, Downtown Orlando","534 W Church St",Orlando,FL,32805,US,"Downtown Orlando gastrobar near Kia Center with happy hour, cocktails, wine, appetizers, lunch, dinner, private events, and nightlife.",https://www.thedistrictgastrobar.com/,"Official website",https://www.thedistrictgastrobar.com/menus/,https://www.thedistrictgastrobar.com/,"Reserve Online"
"Sushi Saint - Orlando","400 Pittman St Suite A",Orlando,FL,32801,US,"Restaurant / Sushi Bar","Downtown Orlando handroll sushi bar and lounge with happy hour, sushi, sake-based cocktails, beer, wine, brunch, and reservations.",,https://www.sushisaint.com/,"Official website","Sushi / Japanese",0,,"Sushi Saint Orlando Downtown happy hour handroll sushi",28.5480000,-81.3824000,"Sushi, Japanese, Happy Hour, Cocktails, Beer, Wine, Downtown Orlando","400 Pittman St Suite A",Orlando,FL,32801,US,"Downtown Orlando handroll sushi bar and lounge with happy hour, sushi, sake-based cocktails, house-brewed beers, wine, brunch, and reservations.",https://www.sushisaint.com/,"Official website",https://www.sushisaint.com/,https://www.sushisaint.com/,"Reserve Online"
"The Phoenix Jazz Club - Orlando","69 E Pine St 2nd Floor",Orlando,FL,32801,US,"Bar / Jazz Club","Downtown Orlando jazz club with live music, happy hour, cocktails, late-night drinks, and nightlife.",,https://thephoenixjazzclub.com/,"Official website","Cocktails / Jazz Club",0,,"The Phoenix Jazz Club Orlando Downtown happy hour cocktails live jazz",28.5416000,-81.3780000,"Jazz Club, Cocktails, Happy Hour, Live Music, Nightlife, Downtown Orlando","69 E Pine St 2nd Floor",Orlando,FL,32801,US,"Downtown Orlando jazz club with live music, happy hour, cocktails, late-night drinks, and nightlife.",https://thephoenixjazzclub.com/,"Official website",https://thephoenixjazzclub.com/menu,,
"The Drake Kitchen + Bar - Orlando","361 N Rosalind Ave Suite 1",Orlando,FL,32801,US,"Restaurant / Bar","Downtown Orlando kitchen and bar with daily happy hour, wine, cocktails, mocktails, beer, lunch, dinner, and reservations.",407-776-3333,https://www.thedrakeorl.com/,"Official website","New American / Bar",0,,"The Drake Kitchen Bar Orlando Downtown happy hour cocktails wine",28.5470000,-81.3760000,"New American, Happy Hour, Cocktails, Wine, Beer, Mocktails, Downtown Orlando","361 N Rosalind Ave Suite 1",Orlando,FL,32801,US,"Downtown Orlando kitchen and bar with daily happy hour, wine, cocktails, mocktails, beer, lunch, dinner, events, and reservations.",https://www.thedrakeorl.com/,"Official website",https://www.thedrakeorl.com/menu,https://www.thedrakeorl.com/reservations,"Reserve Online"
"Zebra's Sports Bar & Grille - Orlando","9000 International Drive",Orlando,FL,32819,US,"Restaurant / Sports Bar","International Drive sports bar at Rosen Inn with nightly happy hour drink specials, beer, wine, spirits, burgers, pizza, patio seating, and late-night dining.",407-996-8585,https://www.roseninn9000.com/dining/zebra-s-lounge-grill,"Official website","American / Sports Bar",0,,"Zebra's Sports Bar Grille Orlando International Drive happy hour sports bar",28.4374000,-81.4728000,"Sports Bar, American, Happy Hour, Beer, Wine, Cocktails, Pizza, I-Drive","9000 International Drive",Orlando,FL,32819,US,"International Drive sports bar at Rosen Inn with nightly happy hour drink specials, beer, wine, spirits, burgers, pizza, patio seating, sports TVs, and late-night dining.",https://www.roseninn9000.com/dining/zebra-s-lounge-grill,"Official website",https://www.roseninn9000.com/dining/zebras-lounge-grille-menu,,
"Fleming's Prime Steakhouse Orlando Sand Lake - Orlando","8030 Via Dellagio Way Building F",Orlando,FL,32819,US,"Restaurant / Steakhouse","Sand Lake steakhouse and wine bar with nightly social hour, cocktails, wine, bar bites, seafood, prime steak, and upscale dining.",407-352-5706,https://www.flemingssteakhouse.com/locations/fl/orlando-sand-lake,"Official website","Steakhouse / Wine Bar",0,,"Fleming's Prime Steakhouse Orlando Sand Lake happy hour cocktails wine",28.4513000,-81.4894000,"Steakhouse, Wine Bar, Happy Hour, Cocktails, Wine, Seafood, Dr. Phillips","8030 Via Dellagio Way Building F",Orlando,FL,32819,US,"Sand Lake steakhouse and wine bar with nightly social hour, cocktails, wine, shareable bar bites, seafood, prime steak, and upscale dining.",https://www.flemingssteakhouse.com/locations/fl/orlando-sand-lake,"Official website",https://www.flemingssteakhouse.com/locations/fl/orlando-sand-lake,https://www.flemingssteakhouse.com/locations/fl/orlando-sand-lake,"Reserve Online"
"DOMU Dr. Phillips - Orlando","7600 Dr Phillips Blvd 14",Orlando,FL,32819,US,"Restaurant / Bar","Dr. Phillips ramen restaurant with happy hour, noodles, wings, cocktails, beer, wine, sake, brunch, and late-night dining.",407-630-6163,https://domufl.squarespace.com/,"Official website","Ramen / Japanese",0,,"DOMU Dr Phillips Orlando ramen happy hour cocktails wings",28.4527873,-81.4898558,"Ramen, Japanese, Happy Hour, Cocktails, Beer, Wine, Sake, Dr. Phillips","7600 Dr Phillips Blvd 14",Orlando,FL,32819,US,"Dr. Phillips ramen restaurant with happy hour, noodles, wings, cocktails, beer, wine, sake, brunch, and late-night dining.",https://domufl.squarespace.com/,"Official website",https://domufl.squarespace.com/dpmenu,,
"Russell's on Lake Ivanhoe - Orlando","1414 N Orange Ave",Orlando,FL,32804,US,"Restaurant / Bar","Ivanhoe Village restaurant and bar with daily bar-only happy hour, brunch, cocktails, wine, beer, lake views, dinner, and group dining.",407-601-3508,https://russellsorlando.com/,"Official website","American / New American",0,,"Russell's on Lake Ivanhoe Orlando happy hour brunch cocktails",28.5622000,-81.3731000,"American, New American, Happy Hour, Cocktails, Wine, Beer, Brunch, Ivanhoe Village","1414 N Orange Ave",Orlando,FL,32804,US,"Ivanhoe Village restaurant and bar with daily bar-only happy hour, brunch, cocktails, wine, beer, lake views, dinner, and group dining.",https://russellsorlando.com/,"Official website",https://russellsorlando.com/happy-hour/,https://russellsorlando.com/contact/,"Contact Venue"
"Proper Orlando - Orlando","112 S Orange Ave",Orlando,FL,32801,US,"Cocktail Bar / Nightlife","Downtown Orlando vinyl hi-fi cocktail bar and nightlife venue with happy hour, craft cocktails, DJs, brunch events, and late-night drinks.",,https://properorlando.com/,"Official website","Cocktails / Lounge",0,,"Proper Orlando downtown cocktail bar happy hour vinyl nightlife",28.5410470,-81.3792370,"Cocktails, Happy Hour, Nightlife, Lounge, DJ, Downtown Orlando","112 S Orange Ave",Orlando,FL,32801,US,"Downtown Orlando vinyl hi-fi cocktail bar and nightlife venue with happy hour, craft cocktails, DJs, brunch events, and late-night drinks.",https://properorlando.com/,"Official website",https://properorlando.com/,,
"Maxine's on Shine - Orlando","337 N Shine Ave",Orlando,FL,32803,US,"Restaurant / Bar","Colonialtown neighborhood restaurant with happy hour, brunch, dinner, wine, cocktails, beer, live entertainment, and reservations.",407-674-6841,https://maxinesonshine.com/,"Official website","American / Brunch",0,,"Maxine's on Shine Orlando happy hour brunch cocktails wine",28.5479000,-81.3635000,"American, Brunch, Happy Hour, Cocktails, Wine, Beer, Colonialtown","337 N Shine Ave",Orlando,FL,32803,US,"Colonialtown neighborhood restaurant with happy hour, brunch, dinner, wine, cocktails, beer, live entertainment, and reservations.",https://maxinesonshine.com/,"Official website",https://maxinesonshine.com/dinner-brunch-menus/,https://maxinesonshine.com/,"Book a Table"
"Cavo's Bar & Kitchen - Orlando","900 E Washington St",Orlando,FL,32801,US,"Restaurant / Sports Bar","Thornton Park sports bar and kitchen with scratch-made bar food, cocktails, beer, wings, sandwiches, sports, and neighborhood nightlife.",407-930-2389,https://cavosbar.com/,"Official website","American / Sports Bar",0,,"Cavo's Bar Kitchen Orlando Thornton Park sports bar cocktails wings",28.5436000,-81.3668000,"Sports Bar, American, Cocktails, Beer, Wings, Sandwiches, Thornton Park","900 E Washington St",Orlando,FL,32801,US,"Thornton Park sports bar and kitchen with scratch-made bar food, cocktails, beer, wings, sandwiches, sports, and neighborhood nightlife.",https://cavosbar.com/,"Official website",https://cavosbar.com/menu/,,
"North Italia Orlando - Orlando","7335 W Sand Lake Road Suite 143",Orlando,FL,32819,US,"Restaurant / Bar","Restaurant Row Italian restaurant with weekday happy hour, handmade pasta, pizza, cocktails, wine, brunch, and online ordering.",407-226-0675,https://www.northitalia.com/locations/orlando-fl/,"Official website","Italian / Pizza",0,,"North Italia Orlando Sand Lake happy hour Italian pasta pizza",28.4509000,-81.4821000,"Italian, Pizza, Pasta, Happy Hour, Cocktails, Wine, Brunch, Dr. Phillips","7335 W Sand Lake Road Suite 143",Orlando,FL,32819,US,"Restaurant Row Italian restaurant with weekday happy hour, handmade pasta, pizza, cocktails, wine, brunch, and online ordering.",https://www.northitalia.com/locations/orlando-fl/,"Official website",https://www.northitalia.com/locations/orlando-fl/,https://www.northitalia.com/locations/orlando-fl/,"Reserve Online"
"Seito Sushi Sand Lake - Orlando","8031 Turkey Lake Road Suite 700",Orlando,FL,32819,US,"Restaurant / Sushi Bar","Sand Lake contemporary sushi and Pan-Asian restaurant with daily happy hour, signature cocktails, wine, Sapporo, sushi, and reservations.",407-248-8888,https://www.seitosushisandlake.com/,"Official website","Sushi / Pan-Asian",0,,"Seito Sushi Sand Lake Orlando happy hour sushi cocktails wine",28.4487000,-81.4787000,"Sushi, Japanese, Pan-Asian, Happy Hour, Cocktails, Wine, Sake, Dr. Phillips","8031 Turkey Lake Road Suite 700",Orlando,FL,32819,US,"Sand Lake contemporary sushi and Pan-Asian restaurant with daily happy hour, signature cocktails, wine, Sapporo, sushi, dinner, and reservations.",https://www.seitosushisandlake.com/,"Official website",https://www.seitosushisandlake.com/happyhour,https://www.seitosushisandlake.com/visit-us,"Reserve Online"
"The Eye Restaurant Lounge - Orlando","8255 International Dr 108",Orlando,FL,32819,US,"Restaurant / Lounge","International Drive restaurant and lounge with tapas, handcrafted cocktails, live entertainment, brunch, nightlife, and happy hour.",407-274-3373,https://theeyerestaurant.com/,"Official website","Tapas / Lounge",0,,"The Eye Restaurant Lounge Orlando I-Drive cocktails happy hour",28.4479000,-81.4710000,"Tapas, Cocktails, Happy Hour, Nightlife, Lounge, I-Drive","8255 International Dr 108",Orlando,FL,32819,US,"International Drive restaurant and lounge with tapas, handcrafted cocktails, live entertainment, brunch, nightlife, and happy hour specials.",https://theeyerestaurant.com/,"Official website",https://theeyerestaurant.com/food/,https://www.opentable.com/r/the-eye-restaurant-lounge-orlando,"Reserve Online"
"Bellhop Orlando - Orlando","37 N Orange Ave",Orlando,FL,32801,US,"Cocktail Bar","Downtown Orlando cocktail bar with happy hour, craft cocktails, food, nightlife, and late-night drinks.",407-559-7927,https://bellhopbar.com/,"Official website","Cocktails / Bar Bites",0,,"Bellhop Orlando downtown cocktail bar happy hour",28.5423000,-81.3791000,"Cocktails, Happy Hour, Nightlife, Bar Bites, Downtown Orlando","37 N Orange Ave",Orlando,FL,32801,US,"Downtown Orlando cocktail bar with happy hour, craft cocktails, food, nightlife, and late-night drinks.",https://bellhopbar.com/,"Official website",https://bellhopbar.com/,,
"Aku Aku Tiki Bar - Orlando","431 E Central Blvd",Orlando,FL,32801,US,"Tiki Bar","Thornton Park tiki bar near Lake Eola with tropical cocktails, rum drinks, happy hour, and late-night nightlife.",407-258-1818,https://www.akuakutiki.com/,"Official website","Tiki Bar / Cocktails",0,,"Aku Aku Tiki Bar Orlando Lake Eola tropical cocktails happy hour",28.5421000,-81.3712000,"Tiki Bar, Cocktails, Rum, Happy Hour, Nightlife, Lake Eola, Thornton Park","431 E Central Blvd",Orlando,FL,32801,US,"Thornton Park tiki bar near Lake Eola with tropical cocktails, rum drinks, happy hour, and late-night nightlife.",https://www.akuakutiki.com/,"Official website",https://www.akuakutiki.com/about-3,,
"Robinson Room Cocktail - Orlando","61 E Pine St",Orlando,FL,32801,US,"Cocktail Bar / Nightlife","Downtown Orlando cocktail room with happy hour, cocktails, shots, wine, beer, dancing, DJs, and late-night nightlife.",,https://robinsonroomcocktail.com/,"Official website","Cocktails / Lounge",0,,"Robinson Room Cocktail Orlando downtown happy hour nightlife",28.5416000,-81.3781000,"Cocktails, Happy Hour, Wine, Beer, Dancing, Nightlife, Downtown Orlando","61 E Pine St",Orlando,FL,32801,US,"Downtown Orlando cocktail room with happy hour, cocktails, shots, wine, beer, dancing, DJs, and late-night nightlife.",https://robinsonroomcocktail.com/,"Official website",https://robinsonroomcocktail.com/,,
"Mathers Social Gathering - Orlando","30 S Magnolia Ave 3rd Floor",Orlando,FL,32801,US,"Cocktail Bar / Lounge","Downtown Orlando speakeasy-style cocktail lounge with social hour, vintage cocktails, live music, burlesque, and nightlife.",,https://www.mathersorlando.com/,"Official website","Cocktails / Lounge",0,,"Mathers Social Gathering Orlando downtown social hour cocktails",28.5413000,-81.3773000,"Cocktails, Happy Hour, Social Hour, Live Music, Burlesque, Nightlife, Downtown Orlando","30 S Magnolia Ave 3rd Floor",Orlando,FL,32801,US,"Downtown Orlando speakeasy-style cocktail lounge with social hour, vintage cocktails, live music, burlesque, and nightlife.",https://www.mathersorlando.com/,"Official website",https://www.mathersorlando.com/menu,,
"Thrive Cocktail Lounge & Eatery - Orlando","13 S Orange Ave",Orlando,FL,32801,US,"Restaurant / Cocktail Bar","Downtown Orlando cocktail lounge and eatery with happy hour, tapas, sushi, wings, cocktails, brunch, and late-night dining.",407-237-0657,https://eatdrinkthriveorl.com/,"Official website","Tapas / Cocktails",0,,"Thrive Cocktail Lounge Eatery Orlando downtown happy hour tapas",28.5414000,-81.3793000,"Cocktails, Happy Hour, Tapas, Sushi, Wings, Brunch, Downtown Orlando","13 S Orange Ave",Orlando,FL,32801,US,"Downtown Orlando cocktail lounge and eatery with happy hour, tapas, sushi, wings, cocktails, brunch, and late-night dining.",https://eatdrinkthriveorl.com/,"Official website",https://eatdrinkthriveorl.com/menu/,https://eatdrinkthriveorl.com/,"Reserve Online"
"The Neighbors Orlando - Orlando","3201 Corrine Dr Ste 201",Orlando,FL,32803,US,"Restaurant / Bar","East End Market neighborhood bar and restaurant with happy hour, scratch-made food, cocktails, beer, wine, pizza, and bar bites.",,https://www.theneighborsorl.com/,"Official website","American / Bar Bites",0,,"The Neighbors Orlando East End Market happy hour cocktails",28.5678000,-81.3434000,"Cocktails, Happy Hour, Beer, Wine, Pizza, East End Market, Audubon Park","3201 Corrine Dr Ste 201",Orlando,FL,32803,US,"East End Market neighborhood bar and restaurant with happy hour, scratch-made food, cocktails, beer, wine, pizza, and bar bites.",https://www.theneighborsorl.com/,"Official website",https://www.theneighborsorl.com/bar-menu,https://www.theneighborsorl.com/reservations,"Reserve Online"
"Totoya Sushi Lounge - Orlando","621 E Central Blvd",Orlando,FL,32801,US,"Restaurant / Sushi Bar","Thornton Park sushi lounge with happy hour, sushi, cocktails, sake, beer, wine, oysters, appetizers, and online ordering.",407-930-2002,https://totoyasushilounge.com/,"Official website","Sushi / Japanese",0,,"Totoya Sushi Lounge Orlando Thornton Park happy hour sushi",28.5424000,-81.3693000,"Sushi, Japanese, Happy Hour, Cocktails, Sake, Beer, Wine, Thornton Park","621 E Central Blvd",Orlando,FL,32801,US,"Thornton Park sushi lounge with happy hour, sushi, cocktails, sake, beer, wine, oysters, appetizers, and online ordering.",https://totoyasushilounge.com/,"Official website",https://totoyasushilounge.com/hp.html,https://totoyasushilounge.com/,"Order Online"
